order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2068219,7479,prior,1,5,11,
1644462,7479,prior,2,6,5,30.0
1344147,7479,prior,3,6,7,30.0
689339,7479,prior,4,0,1,30.0
3037399,7479,prior,5,6,10,27.0
646205,7479,prior,6,3,8,11.0
2291416,7479,prior,7,3,7,21.0
1095469,7479,prior,8,3,8,7.0
223648,7479,prior,9,6,16,17.0
1774950,7479,prior,10,2,20,3.0
3145495,7479,prior,11,5,21,10.0
188832,7479,prior,12,6,11,8.0
739020,7479,prior,13,4,21,12.0
1215101,7479,prior,14,3,18,6.0
1456586,7479,train,15,5,20,16.0
751516,7480,prior,1,2,20,
95562,7480,prior,2,6,23,4.0
456648,7480,prior,3,5,16,6.0
2097137,7480,prior,4,6,11,1.0
3400948,7480,prior,5,2,12,10.0
1725370,7480,prior,6,5,13,10.0
2481494,7480,prior,7,3,15,19.0
1511625,7480,prior,8,2,16,6.0
2439976,7480,prior,9,4,16,9.0
378649,7480,prior,10,3,14,6.0
1985761,7480,prior,11,5,15,2.0
920001,7480,prior,12,5,17,7.0
1793831,7480,prior,13,3,18,5.0
53808,7480,prior,14,3,16,7.0
1891617,7480,prior,15,5,15,9.0
2880298,7480,prior,16,3,1,5.0
1779040,7480,prior,17,5,2,9.0
3052178,7480,prior,18,6,15,8.0
306472,7480,prior,19,2,14,3.0
2312185,7480,prior,20,6,19,4.0
1430530,7480,prior,21,5,14,6.0
3009468,7480,prior,22,6,16,8.0
3395118,7480,prior,23,2,18,3.0
537847,7480,prior,24,1,20,6.0
697730,7480,prior,25,4,16,3.0
2980540,7480,prior,26,3,16,6.0
1363922,7480,test,27,3,1,7.0
2086745,7481,prior,1,5,9,
712309,7481,prior,2,5,8,30.0
3286514,7481,prior,3,1,13,30.0
2178934,7481,prior,4,5,13,11.0
2840022,7481,prior,5,3,13,12.0
1175363,7481,test,6,1,10,26.0
2537225,7482,prior,1,6,17,
2283825,7482,prior,2,0,10,1.0
2251353,7482,prior,3,1,19,8.0
737060,7482,prior,4,4,18,10.0
1248986,7482,prior,5,6,14,9.0
304942,7482,prior,6,1,19,9.0
1305317,7482,prior,7,6,0,19.0
3401186,7482,prior,8,4,17,5.0
887938,7482,prior,9,6,13,9.0
1794428,7482,train,10,1,19,30.0
3284009,7483,prior,1,1,12,
1002000,7483,prior,2,6,18,26.0
224639,7483,prior,3,5,16,30.0
229477,7483,prior,4,0,10,16.0
1677232,7483,prior,5,4,15,18.0
2362237,7483,prior,6,2,13,12.0
2563972,7483,prior,7,4,11,30.0
1990029,7483,prior,8,6,7,30.0
835498,7483,prior,9,0,13,15.0
2809144,7483,prior,10,5,18,26.0
1152098,7483,prior,11,1,11,24.0
1831901,7483,prior,12,6,5,30.0
419581,7483,prior,13,6,13,7.0
53212,7483,test,14,0,17,15.0
3018898,7484,prior,1,6,15,
881856,7484,prior,2,1,1,16.0
1835775,7484,prior,3,0,13,13.0
564233,7484,prior,4,5,9,19.0
2792599,7484,prior,5,0,16,9.0
3351609,7484,prior,6,0,12,7.0
3209852,7484,prior,7,6,10,27.0
3070396,7484,prior,8,6,13,0.0
2424330,7484,prior,9,3,16,25.0
3384430,7484,prior,10,2,18,6.0
1448889,7484,prior,11,0,14,5.0
296013,7484,prior,12,2,10,9.0
2360806,7484,prior,13,3,9,8.0
2821377,7484,prior,14,5,20,9.0
2099464,7484,prior,15,5,13,14.0
1143169,7484,prior,16,6,14,22.0
1441518,7484,prior,17,1,19,9.0
2822448,7484,prior,18,1,11,14.0
2391300,7484,prior,19,4,16,17.0
709190,7484,prior,20,1,17,11.0
1480157,7484,prior,21,2,0,15.0
1749551,7484,prior,22,3,19,22.0
722662,7484,prior,23,5,12,16.0
388134,7484,test,24,4,10,30.0
2182414,7485,prior,1,1,11,
2085848,7485,prior,2,1,15,30.0
2167192,7485,prior,3,2,17,30.0
2091082,7485,train,4,1,17,30.0
488810,7486,prior,1,2,12,
3143023,7486,prior,2,4,12,30.0
3171876,7486,prior,3,2,15,5.0
115753,7486,prior,4,6,12,30.0
1215852,7486,prior,5,4,13,30.0
1346763,7486,test,6,6,11,30.0
285845,7487,prior,1,4,8,
2824393,7487,prior,2,1,15,4.0
2097803,7487,prior,3,1,11,30.0
793713,7487,prior,4,2,16,1.0
2063865,7487,prior,5,0,7,30.0
2146999,7487,train,6,0,7,30.0
3410500,7488,prior,1,2,16,
335607,7488,prior,2,4,21,16.0
3138623,7488,prior,3,3,10,27.0
128236,7488,prior,4,0,10,11.0
1020583,7488,prior,5,6,16,30.0
1116249,7488,prior,6,0,13,8.0
760786,7488,prior,7,1,15,30.0
3278789,7488,prior,8,6,13,12.0
2790622,7488,prior,9,4,20,19.0
2872237,7488,prior,10,0,12,3.0
3420019,7488,prior,11,4,12,4.0
3398527,7488,prior,12,3,13,6.0
3358628,7488,prior,13,1,17,30.0
252262,7488,prior,14,5,14,18.0
1115869,7488,prior,15,5,10,14.0
3108857,7488,prior,16,5,11,0.0
2159763,7488,prior,17,1,10,17.0
500181,7488,prior,18,3,16,9.0
1729576,7488,train,19,3,16,30.0
522291,7489,prior,1,4,17,
3085881,7489,prior,2,5,15,15.0
1834816,7489,prior,3,3,13,5.0
1729703,7489,prior,4,4,13,1.0
1471434,7489,prior,5,5,18,8.0
226164,7489,train,6,6,12,30.0
1057649,7490,prior,1,1,16,
1867299,7490,prior,2,1,11,30.0
3296418,7490,prior,3,5,15,11.0
648809,7490,prior,4,1,13,10.0
2340425,7490,prior,5,0,16,6.0
2951084,7490,prior,6,1,9,8.0
3084717,7490,prior,7,6,12,12.0
1545205,7490,prior,8,3,20,4.0
2026780,7490,prior,9,1,8,5.0
394145,7490,prior,10,5,21,4.0
933846,7490,prior,11,6,11,8.0
1259502,7490,prior,12,4,14,5.0
2811109,7490,prior,13,2,16,5.0
1202566,7490,prior,14,0,15,5.0
1412588,7490,prior,15,2,8,9.0
2824122,7490,prior,16,4,16,16.0
814503,7490,prior,17,3,13,6.0
564965,7490,test,18,2,11,20.0
2217585,7491,prior,1,3,16,
2237286,7491,prior,2,4,14,1.0
2036246,7491,prior,3,4,16,14.0
1816194,7491,prior,4,5,17,29.0
3092276,7491,prior,5,2,10,4.0
835447,7491,train,6,1,20,30.0
640164,7492,prior,1,0,13,
550543,7492,prior,2,5,15,5.0
2293113,7492,prior,3,6,10,8.0
2834596,7492,prior,4,4,13,5.0
2385929,7492,prior,5,4,19,14.0
1766178,7492,prior,6,6,10,9.0
277227,7492,prior,7,6,13,7.0
2235054,7492,prior,8,0,11,15.0
473768,7492,prior,9,6,9,13.0
2538752,7492,prior,10,6,10,14.0
19430,7492,prior,11,5,9,6.0
1045060,7492,prior,12,0,19,2.0
2725470,7492,prior,13,6,14,6.0
172958,7492,prior,14,0,19,8.0
1864611,7492,prior,15,6,12,6.0
2860312,7492,prior,16,6,17,14.0
3062367,7492,prior,17,0,7,8.0
2294490,7492,prior,18,5,13,19.0
155449,7492,prior,19,5,15,7.0
2389609,7492,prior,20,6,9,8.0
2132029,7492,prior,21,1,11,9.0
1067223,7492,prior,22,1,18,7.0
290484,7492,prior,23,0,13,13.0
2504632,7492,prior,24,5,14,5.0
2339711,7492,prior,25,0,10,16.0
1994222,7492,prior,26,5,14,5.0
2129610,7492,prior,27,2,12,11.0
2981172,7492,prior,28,5,8,10.0
1190893,7492,prior,29,6,14,8.0
2497287,7492,prior,30,4,14,5.0
380886,7492,prior,31,0,14,3.0
929741,7492,prior,32,3,16,10.0
2332565,7492,prior,33,5,14,9.0
1735935,7492,prior,34,6,13,8.0
894252,7492,prior,35,5,16,6.0
878221,7492,prior,36,6,11,8.0
1535321,7492,prior,37,0,10,8.0
109222,7492,prior,38,2,14,23.0
2624072,7492,prior,39,6,11,18.0
2930476,7492,train,40,0,13,8.0
1816580,7493,prior,1,6,22,
2468367,7493,prior,2,1,9,30.0
1865772,7493,prior,3,2,20,30.0
1463275,7493,prior,4,5,10,24.0
3263557,7493,prior,5,1,10,17.0
1994932,7493,prior,6,4,23,30.0
1527072,7493,prior,7,2,12,30.0
3126063,7493,prior,8,2,14,30.0
2092635,7493,train,9,4,10,30.0
3366030,7494,prior,1,3,17,
516424,7494,prior,2,2,16,30.0
2552968,7494,prior,3,3,15,15.0
441930,7494,prior,4,3,16,21.0
3379147,7494,prior,5,6,19,30.0
911025,7494,prior,6,6,9,21.0
2036894,7494,prior,7,6,9,0.0
1745993,7494,prior,8,6,7,14.0
2579493,7494,train,9,5,17,30.0
1017589,7495,prior,1,5,10,
1975725,7495,prior,2,4,13,30.0
1694098,7495,prior,3,1,11,30.0
1157637,7495,prior,4,2,14,15.0
2083978,7495,prior,5,0,11,30.0
42857,7495,prior,6,5,15,19.0
543092,7495,test,7,3,12,30.0
1676291,7496,prior,1,6,11,
2200632,7496,prior,2,6,15,21.0
2546250,7496,prior,3,3,22,18.0
2657356,7496,prior,4,4,0,15.0
2741810,7496,train,5,3,10,13.0
2885267,7497,prior,1,1,10,
2192630,7497,prior,2,4,9,17.0
1158221,7497,prior,3,1,12,11.0
1773192,7497,prior,4,2,10,8.0
226554,7497,prior,5,1,8,6.0
632632,7497,prior,6,2,12,8.0
2564925,7497,prior,7,4,10,2.0
1671493,7497,prior,8,1,21,11.0
2308530,7497,prior,9,0,13,13.0
1979879,7497,prior,10,6,23,6.0
61310,7497,prior,11,1,8,9.0
1243921,7497,prior,12,6,22,5.0
1439898,7497,prior,13,5,23,13.0
20719,7497,prior,14,5,8,7.0
1644130,7497,prior,15,1,11,3.0
2331926,7497,prior,16,2,9,8.0
2555390,7497,prior,17,4,16,23.0
694959,7497,prior,18,4,15,7.0
441441,7497,prior,19,3,22,6.0
1901741,7497,prior,20,5,15,2.0
408350,7497,prior,21,3,14,5.0
1125849,7497,prior,22,1,17,5.0
2676019,7497,prior,23,0,11,6.0
952630,7497,prior,24,6,8,6.0
247697,7497,prior,25,1,20,2.0
922970,7497,prior,26,0,19,6.0
15797,7497,prior,27,0,14,7.0
1395919,7497,prior,28,1,17,8.0
2882459,7497,prior,29,4,20,3.0
2309345,7497,prior,30,2,10,5.0
144008,7497,prior,31,0,21,5.0
1926535,7497,prior,32,3,14,10.0
709366,7497,prior,33,2,13,6.0
2864482,7497,prior,34,1,15,6.0
365416,7497,prior,35,1,16,7.0
1746435,7497,prior,36,6,16,5.0
1398220,7497,test,37,0,9,8.0
732533,7498,prior,1,6,16,
3000239,7498,prior,2,6,13,7.0
377632,7498,prior,3,5,10,27.0
3357235,7498,prior,4,2,10,11.0
898776,7498,train,5,1,13,30.0
2018197,7499,prior,1,2,16,
980971,7499,prior,2,6,11,4.0
832540,7499,prior,3,6,12,7.0
2720441,7499,prior,4,0,12,30.0
1950904,7499,prior,5,4,18,30.0
2317326,7499,prior,6,0,11,10.0
549237,7499,prior,7,5,17,5.0
476194,7499,prior,8,5,16,7.0
3197482,7499,prior,9,6,14,30.0
2204546,7499,prior,10,6,16,30.0
505552,7499,prior,11,6,15,7.0
405331,7499,prior,12,6,16,30.0
1627701,7499,test,13,6,13,30.0
187717,7500,prior,1,6,14,
1846354,7500,prior,2,0,16,30.0
1032487,7500,prior,3,1,8,30.0
177581,7500,prior,4,4,11,30.0
422212,7500,prior,5,2,7,26.0
931259,7500,prior,6,5,6,3.0
1528459,7500,prior,7,0,12,23.0
571480,7500,prior,8,1,12,15.0
1588891,7500,prior,9,5,9,25.0
2289908,7500,test,10,1,11,24.0
1436816,7501,prior,1,2,20,
1335505,7501,prior,2,4,14,2.0
541464,7501,prior,3,0,9,3.0
463467,7501,prior,4,3,10,3.0
911286,7501,prior,5,4,14,1.0
620399,7501,prior,6,0,17,3.0
2947880,7501,prior,7,4,14,4.0
2154517,7501,prior,8,6,18,2.0
90813,7501,prior,9,6,22,7.0
3136131,7501,prior,10,0,16,1.0
1395606,7501,prior,11,1,18,1.0
2947443,7501,prior,12,3,13,2.0
2435387,7501,prior,13,6,14,3.0
1312894,7501,prior,14,5,15,6.0
2382094,7501,prior,15,1,14,3.0
3166137,7501,prior,16,2,20,1.0
1301753,7501,prior,17,4,23,2.0
2464980,7501,prior,18,0,8,3.0
3062862,7501,prior,19,4,10,4.0
423523,7501,prior,20,0,11,3.0
2499276,7501,prior,21,3,11,3.0
1662459,7501,prior,22,5,12,2.0
1687670,7501,prior,23,0,7,9.0
798360,7501,prior,24,0,11,0.0
606604,7501,prior,25,2,22,2.0
2509345,7501,prior,26,5,15,3.0
730199,7501,prior,27,1,18,3.0
1367934,7501,prior,28,2,11,1.0
1933734,7501,train,29,4,11,9.0
2543261,7502,prior,1,0,14,
195432,7502,prior,2,6,14,20.0
1889736,7502,prior,3,6,16,14.0
813291,7502,prior,4,5,23,30.0
153945,7502,prior,5,3,11,5.0
3243297,7502,prior,6,6,14,30.0
2451264,7502,prior,7,4,13,30.0
846277,7502,prior,8,0,11,24.0
1150244,7502,prior,9,1,9,1.0
2330392,7502,prior,10,1,20,30.0
2920520,7502,prior,11,2,16,15.0
3287894,7502,prior,12,5,13,3.0
1102691,7502,prior,13,3,18,12.0
3163452,7502,test,14,5,20,30.0
2624167,7503,prior,1,1,23,
3391612,7503,prior,2,4,23,10.0
1808834,7503,prior,3,1,11,4.0
2479605,7503,prior,4,6,20,12.0
2989037,7503,prior,5,1,16,23.0
2676345,7503,prior,6,4,15,3.0
713330,7503,prior,7,3,18,20.0
898300,7503,prior,8,6,16,3.0
2897276,7503,prior,9,1,18,9.0
3401683,7503,prior,10,5,18,4.0
2642900,7503,prior,11,3,19,5.0
2210984,7503,prior,12,6,0,10.0
1416875,7503,prior,13,3,13,4.0
291886,7503,prior,14,3,16,7.0
1813747,7503,prior,15,0,18,11.0
1492404,7503,prior,16,2,9,9.0
2051534,7503,prior,17,0,13,5.0
479031,7503,prior,18,1,8,15.0
3214335,7503,prior,19,6,1,5.0
718768,7503,prior,20,3,13,18.0
2518,7503,prior,21,1,16,5.0
1390335,7503,prior,22,0,11,6.0
1641526,7503,prior,23,1,20,15.0
2635490,7503,prior,24,0,17,6.0
710044,7503,prior,25,0,15,7.0
2787892,7503,prior,26,0,12,7.0
1969924,7503,prior,27,6,14,6.0
2774317,7503,prior,28,5,18,6.0
2901780,7503,prior,29,2,19,18.0
2476388,7503,prior,30,1,18,6.0
595522,7503,prior,31,1,18,7.0
2947194,7503,prior,32,1,15,7.0
450515,7503,prior,33,0,9,6.0
1809080,7503,prior,34,6,14,13.0
991274,7503,prior,35,4,11,5.0
2050328,7503,prior,36,0,13,3.0
2828842,7503,prior,37,6,11,6.0
795722,7503,prior,38,0,10,8.0
1325162,7503,prior,39,6,13,6.0
872457,7503,prior,40,1,12,9.0
2308360,7503,prior,41,2,11,8.0
3291013,7503,prior,42,1,16,6.0
409642,7503,prior,43,1,12,7.0
1092164,7503,train,44,6,14,12.0
1253904,7504,prior,1,1,20,
2909276,7504,prior,2,5,8,18.0
3210555,7504,prior,3,2,15,30.0
1530211,7504,prior,4,6,18,11.0
2281034,7504,prior,5,0,11,8.0
2918861,7504,prior,6,0,15,7.0
1476800,7504,prior,7,3,10,3.0
1386743,7504,prior,8,1,9,12.0
124922,7504,prior,9,1,11,7.0
2201832,7504,prior,10,6,21,5.0
2955616,7504,prior,11,0,6,22.0
327377,7504,prior,12,1,12,8.0
2352602,7504,prior,13,4,13,10.0
1826931,7504,prior,14,0,11,3.0
1964096,7504,prior,15,1,15,15.0
177514,7504,prior,16,4,13,17.0
1507485,7504,prior,17,0,19,3.0
3089314,7504,prior,18,4,11,11.0
2307588,7504,prior,19,3,18,13.0
107776,7504,prior,20,4,13,15.0
1203035,7504,prior,21,0,14,10.0
2583438,7504,prior,22,2,15,2.0
1049603,7504,prior,23,4,8,9.0
1008775,7504,prior,24,4,13,7.0
2444332,7504,prior,25,0,14,10.0
3060585,7504,prior,26,6,18,13.0
1244491,7504,prior,27,4,19,5.0
913703,7504,prior,28,1,21,25.0
1831643,7504,prior,29,1,15,14.0
1246296,7504,train,30,2,13,22.0
2020081,7505,prior,1,1,21,
422623,7505,prior,2,0,23,13.0
3345863,7505,prior,3,3,16,17.0
1499488,7505,prior,4,1,16,12.0
3093398,7505,prior,5,4,18,17.0
956228,7505,prior,6,2,16,12.0
2409448,7505,prior,7,1,15,20.0
3084209,7505,prior,8,5,11,18.0
490327,7505,prior,9,5,13,14.0
2511631,7505,prior,10,4,17,13.0
193063,7505,prior,11,3,10,30.0
2631219,7505,prior,12,0,21,18.0
3120908,7505,prior,13,3,18,17.0
2240475,7505,prior,14,5,16,16.0
679168,7505,prior,15,3,11,30.0
3230943,7505,prior,16,4,10,15.0
411855,7505,prior,17,3,18,13.0
2277796,7505,prior,18,4,17,15.0
3246237,7505,train,19,3,18,20.0
1531541,7506,prior,1,3,10,
2732593,7506,prior,2,1,15,5.0
2694848,7506,prior,3,0,20,6.0
3371322,7506,prior,4,3,8,10.0
1933517,7506,prior,5,1,15,26.0
2863869,7506,prior,6,0,9,27.0
2286449,7506,prior,7,1,16,15.0
2753420,7506,prior,8,6,11,5.0
3346827,7506,prior,9,2,21,10.0
1556963,7506,prior,10,5,9,10.0
2928059,7506,prior,11,0,14,23.0
1783049,7506,prior,12,4,14,30.0
2609687,7506,prior,13,2,15,5.0
2438512,7506,prior,14,1,16,6.0
212187,7506,train,15,5,9,18.0
2928575,7507,prior,1,3,15,
606359,7507,prior,2,0,13,30.0
95638,7507,prior,3,5,17,12.0
2570150,7507,prior,4,6,17,30.0
2542395,7507,prior,5,3,10,30.0
845318,7507,prior,6,5,14,2.0
766676,7507,prior,7,4,12,6.0
1690014,7507,prior,8,3,9,13.0
311376,7507,prior,9,3,9,0.0
319314,7507,prior,10,3,9,0.0
1313642,7507,prior,11,0,10,11.0
2837885,7507,prior,12,1,12,22.0
2997922,7507,train,13,3,12,2.0
1892293,7508,prior,1,4,14,
2503393,7508,prior,2,3,11,30.0
719934,7508,prior,3,3,12,7.0
3350649,7508,prior,4,3,14,7.0
1775072,7508,prior,5,3,12,7.0
1657199,7508,prior,6,2,13,27.0
2471813,7508,prior,7,3,12,22.0
2693381,7508,test,8,3,10,21.0
1477550,7509,prior,1,3,14,
1916901,7509,prior,2,2,11,30.0
1477607,7509,prior,3,0,14,5.0
571134,7509,prior,4,0,16,28.0
283602,7509,prior,5,0,18,30.0
1491244,7509,prior,6,2,14,16.0
1903760,7509,train,7,1,15,30.0
555484,7510,prior,1,0,19,
2689047,7510,prior,2,6,13,30.0
43657,7510,prior,3,1,16,30.0
667164,7510,train,4,2,20,8.0
2056271,7511,prior,1,0,13,
3057512,7511,prior,2,1,15,30.0
994021,7511,prior,3,1,15,30.0
1648100,7511,prior,4,5,17,4.0
3391129,7511,prior,5,1,13,10.0
2575813,7511,prior,6,0,15,27.0
3373980,7511,train,7,2,17,30.0
2602412,7512,prior,1,5,21,
847593,7512,prior,2,6,16,30.0
3107733,7512,prior,3,6,12,14.0
2853484,7512,prior,4,0,14,15.0
1136772,7512,prior,5,0,21,30.0
433908,7512,prior,6,6,16,30.0
1948152,7512,prior,7,0,15,30.0
1260848,7512,test,8,4,13,30.0
2150025,7513,prior,1,5,16,
590304,7513,prior,2,6,9,30.0
3025167,7513,prior,3,6,8,30.0
658203,7513,prior,4,5,22,27.0
2816481,7513,prior,5,0,8,30.0
2037489,7513,prior,6,0,12,30.0
528135,7513,prior,7,0,17,7.0
2440403,7513,prior,8,1,0,8.0
1645791,7513,prior,9,5,7,11.0
1978621,7513,prior,10,0,7,9.0
2651946,7513,prior,11,0,8,7.0
2275773,7513,prior,12,6,10,13.0
104114,7513,prior,13,6,13,21.0
28590,7513,prior,14,5,7,6.0
2505613,7513,prior,15,1,11,10.0
348328,7513,prior,16,1,6,7.0
234807,7513,test,17,6,9,19.0
2079070,7514,prior,1,1,14,
2008705,7514,prior,2,0,14,6.0
3024063,7514,prior,3,0,11,7.0
2904471,7514,prior,4,3,17,10.0
2496318,7514,prior,5,4,19,22.0
1008794,7514,prior,6,1,19,30.0
3010816,7514,prior,7,2,21,15.0
411152,7514,prior,8,6,11,25.0
928398,7514,prior,9,0,13,15.0
1950629,7514,prior,10,0,14,7.0
545111,7514,prior,11,0,16,14.0
2491389,7514,test,12,0,15,21.0
1764548,7515,prior,1,1,11,
2050937,7515,prior,2,2,23,15.0
2448681,7515,prior,3,1,18,30.0
2122418,7515,prior,4,4,15,10.0
1216071,7515,prior,5,4,18,7.0
2964056,7515,prior,6,0,1,10.0
1070297,7515,train,7,1,18,8.0
2562838,7516,prior,1,5,11,
3036378,7516,prior,2,2,15,30.0
1542882,7516,prior,3,2,15,14.0
1955705,7516,prior,4,5,13,10.0
3271789,7516,prior,5,6,6,22.0
2243535,7516,prior,6,4,16,12.0
748177,7516,prior,7,4,11,14.0
1784615,7516,test,8,4,14,0.0
3004629,7517,prior,1,4,19,
1431555,7517,prior,2,6,19,9.0
974353,7517,prior,3,5,15,6.0
3220516,7517,test,4,5,20,7.0
2638868,7518,prior,1,5,19,
3205243,7518,prior,2,6,12,15.0
952041,7518,prior,3,3,16,18.0
1232519,7518,test,4,1,15,12.0
3102427,7519,prior,1,1,20,
2423488,7519,prior,2,6,16,26.0
3287150,7519,prior,3,0,14,30.0
952129,7519,prior,4,0,12,14.0
2885155,7519,prior,5,0,15,14.0
2422571,7519,train,6,6,10,6.0
3258029,7520,prior,1,2,14,
931901,7520,prior,2,2,12,14.0
915313,7520,prior,3,6,14,4.0
1361924,7520,prior,4,0,18,8.0
1904969,7520,prior,5,1,18,8.0
2935425,7520,prior,6,0,17,6.0
2037873,7520,prior,7,3,15,17.0
1914073,7520,prior,8,2,8,6.0
961076,7520,prior,9,2,12,7.0
8072,7520,prior,10,0,16,5.0
933326,7520,prior,11,0,12,7.0
1423599,7520,prior,12,0,13,7.0
2142891,7520,prior,13,0,10,7.0
2042857,7520,prior,14,0,13,7.0
2853313,7520,prior,15,3,11,30.0
53938,7520,prior,16,4,15,8.0
3169491,7520,prior,17,6,16,9.0
1812349,7520,prior,18,5,15,20.0
2466222,7520,prior,19,2,12,4.0
1399625,7520,prior,20,3,14,15.0
2488196,7520,prior,21,5,15,9.0
567421,7520,prior,22,1,17,3.0
2795818,7520,prior,23,2,10,8.0
98330,7520,prior,24,0,17,19.0
3178709,7520,test,25,5,13,30.0
3066228,7521,prior,1,3,8,
684331,7521,prior,2,6,15,10.0
799989,7521,prior,3,6,15,0.0
1008181,7521,prior,4,2,15,10.0
2897443,7521,prior,5,5,13,10.0
1789669,7521,prior,6,5,13,21.0
988531,7521,prior,7,2,12,11.0
1448382,7521,prior,8,0,11,12.0
549228,7521,prior,9,2,13,9.0
1745133,7521,prior,10,5,15,10.0
3271191,7521,prior,11,2,12,11.0
2444936,7521,train,12,6,15,4.0
896608,7522,prior,1,3,16,
796108,7522,prior,2,2,11,27.0
2488385,7522,prior,3,3,11,22.0
1386976,7522,prior,4,3,10,14.0
273660,7522,prior,5,3,14,14.0
2347088,7522,prior,6,3,11,21.0
1487769,7522,prior,7,3,11,28.0
1379700,7522,test,8,2,18,30.0
1296982,7523,prior,1,2,16,
1091970,7523,prior,2,2,21,14.0
2298815,7523,prior,3,3,10,15.0
2661653,7523,prior,4,3,1,30.0
3093773,7523,prior,5,2,20,27.0
926575,7523,prior,6,1,15,30.0
1332054,7523,test,7,5,12,30.0
2312070,7524,prior,1,6,18,
3299709,7524,prior,2,2,18,3.0
8080,7524,prior,3,0,17,5.0
866629,7524,prior,4,0,13,30.0
1860439,7524,prior,5,0,23,14.0
921896,7524,prior,6,5,21,30.0
1628020,7524,train,7,3,15,5.0
1849721,7525,prior,1,5,11,
983826,7525,prior,2,4,12,13.0
763359,7525,prior,3,4,11,7.0
2599018,7525,prior,4,2,16,12.0
3193601,7525,prior,5,1,15,6.0
642067,7525,prior,6,1,13,30.0
1838636,7525,prior,7,0,20,6.0
1124549,7525,prior,8,1,20,8.0
623254,7525,prior,9,0,12,6.0
1593619,7525,test,10,4,7,4.0
2422592,7526,prior,1,3,14,
3185951,7526,prior,2,1,18,19.0
2064612,7526,prior,3,5,18,11.0
2731209,7526,prior,4,1,2,10.0
1251870,7526,prior,5,4,13,30.0
1223644,7526,prior,6,4,16,7.0
1630360,7526,prior,7,0,18,3.0
2285266,7526,prior,8,6,15,13.0
67758,7526,prior,9,5,16,6.0
1222955,7526,prior,10,0,8,9.0
1126261,7526,prior,11,4,17,11.0
2681004,7526,prior,12,2,16,5.0
2789035,7526,prior,13,1,10,13.0
2468890,7526,prior,14,3,11,2.0
1393299,7526,prior,15,2,17,13.0
773647,7526,prior,16,2,15,7.0
2013778,7526,prior,17,0,21,5.0
1230754,7526,test,18,3,19,17.0
3413570,7527,prior,1,3,17,
189043,7527,prior,2,0,12,4.0
1351591,7527,prior,3,6,16,6.0
2371341,7527,prior,4,5,13,30.0
2259176,7527,test,5,1,17,3.0
2028750,7528,prior,1,4,7,
3255150,7528,prior,2,5,19,15.0
660350,7528,prior,3,4,18,13.0
1146279,7528,prior,4,0,10,30.0
24511,7528,test,5,1,23,1.0
3371703,7529,prior,1,1,18,
1550955,7529,prior,2,5,18,11.0
1416121,7529,prior,3,6,17,22.0
1858543,7529,train,4,4,13,26.0
760306,7530,prior,1,0,14,
1479957,7530,prior,2,2,9,2.0
845518,7530,prior,3,1,16,6.0
419808,7530,prior,4,3,18,16.0
3061866,7530,prior,5,4,17,30.0
1056254,7530,prior,6,2,13,19.0
2896092,7530,prior,7,4,16,16.0
1767763,7530,prior,8,5,10,15.0
2770453,7530,prior,9,6,16,1.0
1533198,7530,prior,10,0,14,29.0
3076782,7530,prior,11,4,17,25.0
3232986,7530,prior,12,4,13,7.0
2841380,7530,prior,13,4,14,0.0
2239583,7530,prior,14,4,9,30.0
905499,7530,prior,15,5,7,8.0
1538965,7530,prior,16,0,16,9.0
280283,7530,test,17,5,7,12.0
1497188,7531,prior,1,0,13,
1083341,7531,prior,2,0,8,7.0
1082277,7531,prior,3,0,12,7.0
2444315,7531,prior,4,1,15,8.0
2931576,7531,prior,5,0,17,20.0
841535,7531,prior,6,2,8,16.0
713128,7531,prior,7,6,11,30.0
2076135,7531,prior,8,5,12,30.0
1942715,7531,prior,9,6,18,15.0
2343470,7531,train,10,0,11,30.0
2922102,7532,prior,1,5,15,
3353743,7532,prior,2,4,15,6.0
2861199,7532,prior,3,3,14,6.0
2253625,7532,prior,4,1,8,5.0
2076896,7532,prior,5,0,8,6.0
2623298,7532,prior,6,5,15,5.0
2035062,7532,prior,7,4,8,6.0
779870,7532,prior,8,5,14,8.0
1454837,7532,train,9,4,9,6.0
2412880,7533,prior,1,0,12,
207658,7533,prior,2,0,10,30.0
2439172,7533,prior,3,6,12,27.0
1964829,7533,train,4,0,19,29.0
1895557,7534,prior,1,1,8,
3066780,7534,prior,2,2,8,22.0
2930785,7534,prior,3,0,16,26.0
1960869,7534,prior,4,0,14,30.0
309627,7534,prior,5,0,1,30.0
2984432,7534,prior,6,6,13,20.0
1632836,7534,prior,7,0,12,15.0
2280347,7534,prior,8,6,16,6.0
1529213,7534,train,9,6,9,30.0
435662,7535,prior,1,1,10,
1543966,7535,prior,2,2,14,30.0
2229553,7535,prior,3,5,10,3.0
2545431,7535,prior,4,4,14,30.0
501170,7535,prior,5,2,8,5.0
2311382,7535,prior,6,3,7,1.0
3229878,7535,prior,7,3,13,0.0
1253759,7535,prior,8,2,10,30.0
841854,7535,prior,9,4,6,9.0
1274643,7535,prior,10,3,11,30.0
1064741,7535,prior,11,2,14,20.0
2429286,7535,prior,12,3,14,30.0
3019335,7535,prior,13,1,11,26.0
121962,7535,train,14,3,4,9.0
46402,7536,prior,1,6,17,
1723928,7536,prior,2,6,18,7.0
1493257,7536,prior,3,4,12,12.0
